Year,Player,Age,Height,Weight,Birth_State,Birth_City,Collage,Team,Pos,Salary,G,GS,PTS,MP,PER,FTr,OWS,DWS,WS,VORP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
2017.0,Marvin Williams,30.0,185.0,89.0,Mississippi,Jackson,University of Alabama,CHO,PF,13168750.0,76.0,76.0,849.0,2295.0,13.7,0.213,2.4,2.6,5.0,1.3,297.0,704.0,124.0,354.0,173.0,350.0,131.0,150.0,89.0,409.0,498.0,106.0,58.0,53.0,60.0,134.0
2017.0,LaMarcus Aldridge,31.0,211.0,117.0,Texas,Dallas,University of Texas at Austin,SAS,PF,21461010.0,72.0,72.0,1243.0,2335.0,18.6,0.258,3.5,3.7,7.3,1.8,500.0,1049.0,23.0,56.0,477.0,993.0,220.0,271.0,174.0,350.0,524.0,139.0,46.0,89.0,98.0,158.0
2017.0,J.J. Barea,32.0,203.0,94.0,Unknown,Unknown,Unknown,DAL,PG,3903900.0,35.0,6.0,381.0,771.0,17.2,0.149,0.8,0.5,1.3,0.3,142.0,343.0,53.0,148.0,89.0,195.0,44.0,51.0,9.0,75.0,84.0,193.0,14.0,1.0,63.0,30.0
2017.0,Jordan Farmar,30.0,188.0,81.0,California,Los Angeles,"University of California, Los Angeles",SAC,PG,510921.0,2.0,0.0,12.0,35.0,14.4,0.0,0.0,0.0,0.0,0.0,4.0,12.0,4.0,9.0,0.0,3.0,0.0,0.0,1.0,2.0,3.0,9.0,2.0,0.0,3.0,1.0
2017.0,Randy Foye,33.0,193.0,96.0,New Jersey,Newark,Villanova University,BRK,SG,2500000.0,69.0,40.0,357.0,1284.0,7.3,0.19399999999999998,-0.6,0.7,0.2,-0.6,118.0,325.0,67.0,203.0,51.0,122.0,54.0,63.0,9.0,146.0,155.0,135.0,35.0,9.0,80.0,99.0
2017.0,Rudy Gay,30.0,203.0,104.0,New York,Brooklyn,University of Connecticut,SAC,SF,8406000.0,30.0,30.0,562.0,1013.0,17.9,0.312,0.8,1.0,1.8,0.7,201.0,442.0,42.0,113.0,159.0,329.0,118.0,138.0,35.0,155.0,190.0,82.0,44.0,26.0,74.0,79.0
2017.0,Ersan Ilyasova,29.0,208.0,106.0,Turkey,Eskisehir,Unknown,TOT,PF,6000000.0,82.0,52.0,1071.0,2142.0,14.6,0.233,1.8,2.3,4.1,0.8,384.0,890.0,142.0,402.0,242.0,488.0,161.0,207.0,115.0,366.0,481.0,141.0,58.0,23.0,116.0,211.0
2017.0,Ersan Ilyasova,29.0,208.0,106.0,Turkey,Eskisehir,Unknown,OKC,PF,6000000.0,3.0,0.0,15.0,62.0,6.9,0.0,-0.1,0.1,0.0,-0.1,6.0,16.0,3.0,12.0,3.0,4.0,0.0,0.0,2.0,14.0,16.0,1.0,3.0,1.0,4.0,5.0
2017.0,Ersan Ilyasova,29.0,208.0,106.0,Turkey,Eskisehir,Unknown,PHI,PF,6000000.0,53.0,40.0,786.0,1447.0,15.4,0.21899999999999997,1.4,1.3,2.6,0.6,285.0,648.0,107.0,298.0,178.0,350.0,109.0,142.0,71.0,243.0,314.0,97.0,33.0,14.0,78.0,133.0
2017.0,Ersan Ilyasova,29.0,208.0,106.0,Turkey,Eskisehir,Unknown,ATL,PF,6000000.0,26.0,12.0,270.0,633.0,13.5,0.28800000000000003,0.5,0.9,1.4,0.3,93.0,226.0,32.0,92.0,61.0,134.0,52.0,65.0,42.0,109.0,151.0,43.0,22.0,8.0,34.0,73.0
2017.0,Kyle Lowry,30.0,183.0,92.0,Pennsylvania,Philadelphia,Villanova University,TOR,PG,28703704.0,60.0,60.0,1344.0,2244.0,22.9,0.39799999999999996,7.8,2.3,10.1,4.9,426.0,918.0,193.0,468.0,233.0,450.0,299.0,365.0,48.0,240.0,288.0,417.0,88.0,19.0,173.0,170.0
2017.0,Paul Millsap,31.0,203.0,111.0,Louisiana,Monroe,Louisiana Tech University,ATL,PF,31269231.0,69.0,67.0,1246.0,2343.0,17.8,0.41700000000000004,2.6,3.8,6.4,2.7,430.0,972.0,75.0,241.0,355.0,731.0,311.0,405.0,111.0,422.0,533.0,252.0,90.0,62.0,158.0,186.0
2017.0,J.J. Redick,32.0,188.0,86.0,Unknown,Unknown,Unknown,LAC,SG,23000000.0,78.0,78.0,1173.0,2198.0,14.8,0.22699999999999998,3.3,1.5,4.8,1.1,396.0,890.0,201.0,468.0,195.0,422.0,180.0,202.0,11.0,160.0,171.0,110.0,55.0,13.0,98.0,125.0
2017.0,Sergio Rodriguez,30.0,190.0,79.0,Spain,Tenerife,Unknown,PHI,PG,8000000.0,68.0,30.0,530.0,1518.0,11.0,0.05,-0.3,1.0,0.7,-0.7,210.0,536.0,92.0,252.0,118.0,284.0,18.0,27.0,21.0,136.0,157.0,344.0,48.0,4.0,128.0,95.0
2017.0,Rajon Rondo,30.0,185.0,84.0,Kentucky,Louisville,University of Kentucky,CHI,PG,3300000.0,69.0,42.0,538.0,1843.0,13.6,0.08900000000000001,-0.3,2.7,2.3,1.1,229.0,561.0,50.0,133.0,179.0,428.0,30.0,50.0,73.0,282.0,355.0,461.0,99.0,11.0,168.0,144.0
2017.0,Thabo Sefolosha,32.0,201.0,99.0,Switzerland,Vevey,Unknown,ATL,SF,5250000.0,62.0,42.0,444.0,1596.0,11.9,0.19,0.6,2.7,3.3,1.3,174.0,395.0,41.0,120.0,133.0,275.0,55.0,75.0,54.0,216.0,270.0,107.0,96.0,31.0,58.0,97.0
2017.0,P.J. Tucker,31.0,206.0,97.0,Unknown,Unknown,Unknown,TOT,SF,7590035.0,81.0,21.0,540.0,2236.0,10.5,0.193,1.4,2.2,3.6,1.6,199.0,482.0,70.0,196.0,129.0,286.0,72.0,93.0,117.0,355.0,472.0,99.0,116.0,19.0,66.0,196.0
2017.0,P.J. Tucker,31.0,206.0,97.0,Unknown,Unknown,Unknown,PHO,SF,7590035.0,57.0,17.0,401.0,1627.0,10.6,0.218,1.0,1.3,2.4,1.2,147.0,354.0,46.0,136.0,101.0,218.0,61.0,77.0,94.0,249.0,343.0,73.0,85.0,14.0,52.0,143.0
2017.0,P.J. Tucker,31.0,206.0,97.0,Unknown,Unknown,Unknown,TOR,SF,7590035.0,24.0,4.0,139.0,609.0,10.4,0.125,0.4,0.9,1.3,0.5,52.0,128.0,24.0,60.0,28.0,68.0,11.0,16.0,23.0,106.0,129.0,26.0,31.0,5.0,14.0,53.0
2017.0,Arron Afflalo,31.0,196.0,95.0,California,Los Angeles,"University of California, Los Angeles",SAC,SG,2328652.0,61.0,45.0,515.0,1580.0,9.0,0.221,1.2,0.2,1.4,-0.6,185.0,420.0,62.0,151.0,123.0,269.0,83.0,93.0,9.0,116.0,125.0,78.0,21.0,7.0,42.0,104.0
2017.0,Marco Belinelli,30.0,196.0,95.0,Italy,Bologna,Unknown,CHO,SG,6306060.0,74.0,0.0,780.0,1778.0,13.3,0.273,2.0,1.2,3.2,0.1,264.0,615.0,102.0,283.0,162.0,332.0,150.0,168.0,14.0,164.0,178.0,147.0,44.0,9.0,70.0,90.0
2017.0,Corey Brewer,30.0,206.0,84.0,Tennessee,Portland,University of Florida,TOT,SF,7579366.0,82.0,11.0,371.0,1281.0,9.1,0.195,0.0,1.2,1.2,-0.2,147.0,348.0,27.0,118.0,120.0,230.0,50.0,68.0,32.0,134.0,166.0,97.0,61.0,19.0,55.0,133.0
2017.0,Corey Brewer,30.0,206.0,84.0,Tennessee,Portland,University of Florida,HOU,SF,7579366.0,58.0,8.0,242.0,923.0,7.5,0.19399999999999998,0.0,0.8,0.9,-0.3,94.0,227.0,22.0,94.0,72.0,133.0,32.0,44.0,21.0,93.0,114.0,61.0,37.0,11.0,36.0,104.0
2017.0,Corey Brewer,30.0,206.0,84.0,Tennessee,Portland,University of Florida,LAL,SF,7579366.0,24.0,3.0,129.0,358.0,13.3,0.198,0.0,0.3,0.3,0.0,53.0,121.0,5.0,24.0,48.0,97.0,18.0,24.0,11.0,41.0,52.0,36.0,24.0,8.0,19.0,29.0
2017.0,Aaron Brooks,32.0,183.0,73.0,Washington,Seattle,University of Oregon,IND,PG,2116955.0,65.0,0.0,322.0,894.0,9.5,0.133,-0.2,0.5,0.3,-0.6,121.0,300.0,48.0,128.0,73.0,172.0,32.0,40.0,18.0,51.0,69.0,125.0,25.0,9.0,66.0,93.0
2017.0,Wilson Chandler,29.0,203.0,102.0,Michigan,Benton Harbor,DePaul University,DEN,SF,12016854.0,71.0,33.0,1117.0,2197.0,14.9,0.207,2.4,1.1,3.6,0.7,433.0,939.0,110.0,326.0,323.0,613.0,141.0,194.0,103.0,356.0,459.0,141.0,52.0,30.0,114.0,172.0
2017.0,Mike Conley,29.0,185.0,79.0,Arkansas,Fayetteville,Ohio State University,MEM,PG,28530608.0,69.0,68.0,1415.0,2292.0,23.2,0.365,7.5,2.5,10.0,4.5,464.0,1009.0,171.0,419.0,293.0,590.0,316.0,368.0,31.0,211.0,242.0,433.0,92.0,19.0,156.0,126.0
2017.0,Jared Dudley,31.0,201.0,102.0,California,San Diego,Boston College,PHO,PF,10000000.0,64.0,7.0,434.0,1362.0,10.6,0.188,1.1,0.7,1.8,0.6,157.0,346.0,77.0,203.0,80.0,143.0,43.0,65.0,31.0,194.0,225.0,121.0,42.0,16.0,72.0,154.0
2017.0,Kevin Durant,28.0,206.0,108.0,District of Columbia,Washington,University of Texas at Austin,GSW,SF,25000000.0,62.0,62.0,1555.0,2070.0,27.6,0.374,8.0,4.0,12.0,5.2,551.0,1026.0,117.0,312.0,434.0,714.0,336.0,384.0,39.0,474.0,513.0,300.0,66.0,99.0,138.0,117.0
2017.0,Marcin Gortat,32.0,211.0,108.0,Poland,Lodz,Unknown,WAS,C,12782609.0,82.0,82.0,883.0,2556.0,15.5,0.23600000000000002,3.9,2.9,6.8,1.5,390.0,674.0,0.0,2.0,390.0,672.0,103.0,159.0,238.0,611.0,849.0,121.0,40.0,65.0,118.0,213.0
2017.0,Jeff Green,30.0,196.0,88.0,Unknown,Unknown,University of Maryland,ORL,PF,2116955.0,69.0,11.0,638.0,1534.0,10.5,0.301,-0.2,0.9,0.7,-1.0,220.0,558.0,53.0,193.0,167.0,365.0,145.0,168.0,39.0,175.0,214.0,81.0,37.0,13.0,75.0,103.0
2017.0,Spencer Hawes,28.0,216.0,111.0,Washington,Seattle,University of Washington,TOT,PF,6021175.0,54.0,1.0,337.0,797.0,15.6,0.188,0.7,1.0,1.7,0.3,134.0,277.0,25.0,81.0,109.0,196.0,44.0,52.0,38.0,153.0,191.0,81.0,15.0,30.0,49.0,77.0
2017.0,Spencer Hawes,28.0,216.0,111.0,Washington,Seattle,University of Washington,CHO,PF,6021175.0,35.0,1.0,254.0,626.0,14.8,0.156,0.3,0.8,1.1,0.2,104.0,218.0,16.0,55.0,88.0,163.0,30.0,34.0,32.0,114.0,146.0,62.0,13.0,26.0,40.0,61.0
2017.0,Spencer Hawes,28.0,216.0,111.0,Washington,Seattle,University of Washington,MIL,PF,6021175.0,19.0,0.0,83.0,171.0,18.6,0.305,0.4,0.2,0.6,0.1,30.0,59.0,9.0,26.0,21.0,33.0,14.0,18.0,6.0,39.0,45.0,19.0,2.0,4.0,9.0,16.0
2017.0,Al Horford,30.0,208.0,111.0,Dominican Republic,Puerto Plata,University of Florida,BOS,C,27734405.0,68.0,68.0,952.0,2193.0,17.7,0.16899999999999998,3.6,2.7,6.3,2.8,379.0,801.0,86.0,242.0,293.0,559.0,108.0,135.0,95.0,369.0,464.0,337.0,52.0,87.0,116.0,138.0
2017.0,Ian Mahinmi,30.0,211.0,113.0,France,Rouen,Unknown,WAS,C,16661641.0,31.0,0.0,173.0,555.0,14.1,0.6759999999999999,0.5,0.9,1.4,0.4,65.0,111.0,0.0,0.0,65.0,111.0,43.0,75.0,47.0,103.0,150.0,19.0,33.0,24.0,34.0,90.0
2017.0,Josh McRoberts,29.0,208.0,108.0,Indiana,Indianapolis,Duke University,MIA,PF,6021175.0,22.0,14.0,107.0,381.0,9.8,0.076,-0.1,0.4,0.3,0.0,44.0,118.0,13.0,31.0,31.0,87.0,6.0,9.0,23.0,51.0,74.0,50.0,10.0,4.0,23.0,31.0
2017.0,Joakim Noah,31.0,211.0,104.0,New York,New York,University of Florida,NYK,C,17765000.0,46.0,46.0,232.0,1015.0,15.2,0.38799999999999996,1.1,1.2,2.3,1.1,99.0,201.0,0.0,1.0,99.0,200.0,34.0,78.0,161.0,241.0,402.0,103.0,30.0,37.0,58.0,127.0
2017.0,Luis Scola,36.0,206.0,108.0,Argentina,Buenos Aires,Unknown,BRK,PF,5000000.0,36.0,1.0,184.0,461.0,13.9,0.245,0.4,0.4,0.8,0.1,71.0,151.0,17.0,50.0,54.0,101.0,25.0,37.0,51.0,88.0,139.0,37.0,14.0,4.0,34.0,63.0
2017.0,Ramon Sessions,30.0,190.0,86.0,South Carolina,Myrtle Beach,"University of Nevada, Reno",CHO,PG,2328652.0,50.0,1.0,312.0,811.0,12.3,0.449,0.3,0.6,0.9,-0.6,100.0,263.0,21.0,62.0,79.0,201.0,91.0,118.0,11.0,62.0,73.0,129.0,26.0,3.0,46.0,43.0
2017.0,Jason Smith,30.0,211.0,113.0,Georgia,Atlanta,Louisiana State University,WAS,C,5225000.0,74.0,3.0,420.0,1068.0,13.6,0.155,1.0,1.3,2.3,0.2,174.0,329.0,37.0,78.0,137.0,251.0,35.0,51.0,64.0,194.0,258.0,37.0,21.0,55.0,58.0,168.0
2017.0,Rodney Stuckey,30.0,196.0,95.0,Washington,Seattle,Eastern Washington University,IND,PG,7000000.0,39.0,0.0,281.0,696.0,9.5,0.439,-0.5,0.4,-0.1,-0.7,91.0,244.0,19.0,60.0,72.0,184.0,80.0,107.0,6.0,78.0,84.0,84.0,16.0,0.0,53.0,44.0
2017.0,C.J. Watson,32.0,211.0,117.0,Unknown,Unknown,Unknown,ORL,PG,333334.0,62.0,9.0,281.0,1012.0,9.3,0.266,0.2,0.6,0.9,-0.4,96.0,248.0,32.0,105.0,64.0,143.0,57.0,66.0,16.0,73.0,89.0,114.0,43.0,2.0,47.0,84.0
2017.0,Brandan Wright,29.0,211.0,102.0,California,Hollywood,"University of California, Los Angeles",MEM,PF,5179760.0,28.0,5.0,189.0,447.0,18.5,0.259,1.1,0.5,1.6,0.4,83.0,135.0,0.0,1.0,83.0,134.0,23.0,35.0,31.0,47.0,78.0,15.0,11.0,20.0,10.0,42.0
2017.0,Nick Young,31.0,201.0,95.0,California,Los Angeles,University of Southern California,LAL,SG,5192000.0,60.0,60.0,791.0,1556.0,14.1,0.142,3.0,0.2,3.2,0.5,272.0,633.0,170.0,421.0,102.0,212.0,77.0,90.0,25.0,112.0,137.0,58.0,37.0,14.0,36.0,137.0
2017.0,Thaddeus Young,28.0,203.0,100.0,Louisiana,New Orleans,Georgia Institute of Technology,IND,PF,14796348.0,74.0,74.0,814.0,2237.0,14.9,0.125,1.9,2.7,4.6,2.0,362.0,687.0,45.0,118.0,317.0,569.0,45.0,86.0,131.0,318.0,449.0,122.0,114.0,30.0,96.0,135.0
2017.0,Alexis Ajinca,28.0,218.0,112.0,France,Saint-Etienne,Unknown,NOP,C,4961798.0,39.0,15.0,207.0,584.0,12.9,0.225,0.0,0.9,1.0,-0.3,89.0,178.0,0.0,4.0,89.0,174.0,29.0,40.0,46.0,131.0,177.0,12.0,20.0,22.0,31.0,77.0
2017.0,Ryan Anderson,28.0,208.0,108.0,California,Sacramento,University of California,HOU,PF,19578455.0,72.0,72.0,979.0,2116.0,13.5,0.19399999999999998,4.0,1.1,5.2,0.6,323.0,773.0,204.0,506.0,119.0,267.0,129.0,150.0,112.0,218.0,330.0,68.0,32.0,14.0,55.0,142.0
2017.0,Darrell Arthur,28.0,206.0,106.0,Texas,Dallas,University of Kansas,DEN,PF,7464912.0,41.0,7.0,262.0,639.0,12.8,0.102,0.6,0.4,1.1,0.3,95.0,215.0,53.0,117.0,42.0,98.0,19.0,22.0,25.0,87.0,112.0,42.0,19.0,21.0,36.0,76.0
2017.0,D.J. Augustin,29.0,206.0,106.0,Unknown,Unknown,Unknown,ORL,PG,7250000.0,78.0,20.0,616.0,1538.0,11.0,0.311,0.7,0.5,1.2,-0.9,195.0,517.0,95.0,274.0,100.0,243.0,131.0,161.0,15.0,102.0,117.0,209.0,31.0,1.0,90.0,101.0
2017.0,Nicolas Batum,28.0,203.0,90.0,France,Lisieux,Unknown,CHO,SG,22434783.0,77.0,77.0,1164.0,2617.0,15.8,0.29100000000000004,1.7,2.8,4.5,2.1,393.0,975.0,135.0,405.0,258.0,570.0,243.0,284.0,46.0,435.0,481.0,455.0,86.0,29.0,194.0,109.0
2017.0,Jerryd Bayless,28.0,190.0,90.0,Arizona,Phoenix,University of Arizona,PHI,PG,9000000.0,3.0,1.0,33.0,71.0,8.7,0.313,-0.1,0.0,-0.1,-0.1,11.0,32.0,2.0,5.0,9.0,27.0,9.0,10.0,3.0,9.0,12.0,13.0,0.0,0.0,9.0,4.0
2017.0,Michael Beasley,28.0,206.0,106.0,Maryland,Frederick,Kansas State University,MIL,PF,2116955.0,56.0,6.0,528.0,935.0,17.8,0.259,0.8,1.0,1.8,-0.2,216.0,406.0,18.0,43.0,198.0,363.0,78.0,105.0,40.0,153.0,193.0,53.0,28.0,27.0,66.0,92.0
2017.0,Bobby Brown,32.0,193.0,92.0,Ohio,Versailles,Miami University,HOU,PG,1524305.0,25.0,0.0,62.0,123.0,10.8,0.033,0.1,0.0,0.1,-0.2,23.0,60.0,14.0,35.0,9.0,25.0,2.0,2.0,0.0,6.0,6.0,14.0,1.0,0.0,5.0,5.0
2017.0,Goran Dragic,30.0,190.0,86.0,Slovenia,Ljubljana,Unknown,MIA,PG,17000450.0,73.0,73.0,1483.0,2459.0,19.7,0.335,5.0,2.6,7.5,2.9,534.0,1124.0,117.0,289.0,417.0,835.0,298.0,377.0,61.0,217.0,278.0,423.0,89.0,13.0,212.0,199.0
2017.0,Danilo Gallinari,28.0,208.0,102.0,Italy,Sant'Angelo Lodigiano,Unknown,DEN,SF,20559599.0,63.0,63.0,1145.0,2134.0,17.4,0.516,6.2,0.7,6.9,1.5,335.0,750.0,126.0,324.0,209.0,426.0,349.0,387.0,39.0,287.0,326.0,135.0,40.0,15.0,81.0,93.0
2017.0,Marc Gasol,32.0,216.0,115.0,Spain,Barcelona,Unknown,MEM,C,22642350.0,74.0,74.0,1446.0,2531.0,20.2,0.28600000000000003,4.2,3.5,7.7,4.0,532.0,1160.0,104.0,268.0,428.0,892.0,278.0,332.0,60.0,402.0,462.0,338.0,67.0,99.0,166.0,171.0
2017.0,Eric Gordon,28.0,193.0,97.0,Indiana,Indianapolis,Indiana University,HOU,SG,12943020.0,75.0,15.0,1217.0,2323.0,13.1,0.172,2.5,1.4,3.8,0.4,412.0,1016.0,246.0,661.0,166.0,355.0,147.0,175.0,29.0,172.0,201.0,188.0,48.0,40.0,121.0,150.0
2017.0,Roy Hibbert,30.0,218.0,122.0,New York,Queens,Georgetown University,TOT,C,2941176.0,48.0,13.0,221.0,682.0,13.6,0.51,1.0,0.8,1.8,0.2,80.0,147.0,0.0,0.0,80.0,147.0,61.0,75.0,54.0,100.0,154.0,21.0,8.0,46.0,32.0,100.0
2017.0,Roy Hibbert,30.0,218.0,122.0,New York,Queens,Georgetown University,CHO,C,2941176.0,42.0,13.0,217.0,671.0,13.5,0.521,1.0,0.8,1.8,0.1,78.0,144.0,0.0,0.0,78.0,144.0,61.0,75.0,53.0,99.0,152.0,20.0,8.0,44.0,31.0,97.0
2017.0,Roy Hibbert,30.0,218.0,122.0,New York,Queens,Georgetown University,DEN,C,2941176.0,6.0,0.0,4.0,11.0,16.3,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,3.0
2017.0,George Hill,30.0,190.0,85.0,Indiana,Indianapolis,Indiana University-Purdue University Indianapolis,UTA,PG,20000000.0,49.0,49.0,829.0,1544.0,19.3,0.32299999999999995,4.0,1.9,5.9,2.2,289.0,606.0,94.0,233.0,195.0,373.0,157.0,196.0,23.0,144.0,167.0,203.0,50.0,11.0,85.0,114.0
2017.0,DeAndre Jordan,28.0,211.0,120.0,Texas,Houston,Texas A&M University,LAC,C,22642350.0,81.0,81.0,1029.0,2570.0,21.8,0.737,7.2,4.6,11.8,3.9,412.0,577.0,0.0,2.0,412.0,575.0,205.0,425.0,297.0,817.0,1114.0,96.0,52.0,135.0,116.0,212.0
2017.0,Kosta Koufos,27.0,213.0,120.0,Ohio,Canton,Ohio State University,SAC,C,8393000.0,71.0,62.0,470.0,1419.0,13.8,0.158,1.2,1.4,2.6,0.0,216.0,392.0,0.0,1.0,216.0,391.0,38.0,62.0,118.0,285.0,403.0,47.0,36.0,48.0,61.0,172.0
2017.0,Courtney Lee,31.0,196.0,90.0,Indiana,Indianapolis,Western Kentucky University,NYK,SG,11747890.0,77.0,74.0,835.0,2459.0,12.1,0.139,3.1,1.1,4.2,1.1,321.0,704.0,108.0,269.0,213.0,435.0,85.0,98.0,53.0,207.0,260.0,179.0,81.0,23.0,69.0,141.0
2017.0,Brook Lopez,28.0,213.0,124.0,California,North Hollywood,Stanford University,BRK,C,22642350.0,75.0,75.0,1539.0,2222.0,20.4,0.311,3.1,1.8,4.9,2.0,555.0,1172.0,134.0,387.0,421.0,785.0,295.0,364.0,121.0,282.0,403.0,176.0,38.0,124.0,184.0,192.0
2017.0,Robin Lopez,28.0,213.0,115.0,California,North Hollywood,Stanford University,CHI,C,13788500.0,81.0,81.0,839.0,2271.0,14.4,0.134,1.8,2.4,4.3,0.6,382.0,775.0,0.0,2.0,382.0,773.0,75.0,104.0,243.0,276.0,519.0,80.0,18.0,117.0,90.0,151.0
2017.0,Kevin Love,28.0,208.0,113.0,California,Santa Monica,"University of California, Los Angeles",CLE,PF,22642350.0,60.0,60.0,1142.0,1885.0,21.1,0.34,4.0,2.4,6.4,1.3,370.0,867.0,145.0,389.0,225.0,478.0,257.0,295.0,148.0,518.0,666.0,116.0,53.0,22.0,122.0,125.0
2017.0,Luc Mbah,30.0,201.0,99.0,Unknown,Unknown,Unknown,LAC,SF,4320500.0,80.0,76.0,484.0,1787.0,10.3,0.23,1.3,1.8,3.1,1.2,191.0,378.0,43.0,110.0,148.0,268.0,59.0,87.0,47.0,127.0,174.0,39.0,81.0,35.0,47.0,122.0
2017.0,JaVale McGee,29.0,213.0,122.0,Michigan,Flint,"University of Nevada, Reno",GSW,C,2116955.0,77.0,10.0,472.0,739.0,25.2,0.348,2.0,1.5,3.5,0.5,208.0,319.0,0.0,4.0,208.0,315.0,56.0,111.0,100.0,144.0,244.0,17.0,19.0,67.0,40.0,109.0
2017.0,Anthony Morrow,31.0,196.0,95.0,North Carolina,Charlotte,Georgia Institute of Technology,TOT,SG,2116955.0,49.0,7.0,271.0,714.0,10.0,0.147,0.7,0.5,1.2,-0.4,98.0,252.0,41.0,133.0,57.0,119.0,34.0,37.0,12.0,19.0,31.0,25.0,24.0,2.0,6.0,44.0
2017.0,Anthony Morrow,31.0,196.0,95.0,North Carolina,Charlotte,Georgia Institute of Technology,OKC,SG,2116955.0,40.0,7.0,230.0,627.0,9.2,0.11699999999999999,0.4,0.4,0.9,-0.4,86.0,223.0,35.0,119.0,51.0,104.0,23.0,26.0,11.0,18.0,29.0,19.0,22.0,2.0,6.0,40.0
2017.0,Anthony Morrow,31.0,196.0,95.0,North Carolina,Charlotte,Georgia Institute of Technology,CHI,SG,2116955.0,9.0,0.0,41.0,87.0,16.0,0.379,0.3,0.0,0.3,0.0,12.0,29.0,6.0,14.0,6.0,15.0,11.0,11.0,1.0,1.0,2.0,6.0,2.0,0.0,0.0,4.0
2017.0,Derrick Rose,28.0,190.0,86.0,Illinois,Chicago,University of Memphis,NYK,PG,2116955.0,64.0,64.0,1154.0,2082.0,17.0,0.259,2.4,0.6,3.0,0.0,460.0,977.0,13.0,60.0,447.0,917.0,221.0,253.0,66.0,180.0,246.0,283.0,44.0,17.0,147.0,84.0
2017.0,Brandon Rush,31.0,198.0,99.0,Missouri,Kansas City,University of Kansas,MIN,SG,119602.0,47.0,33.0,197.0,1030.0,6.6,0.096,0.1,0.3,0.4,0.0,70.0,187.0,44.0,114.0,26.0,73.0,13.0,18.0,16.0,83.0,99.0,45.0,22.0,23.0,28.0,42.0
2017.0,Marreese Speights,29.0,208.0,115.0,Florida,St. Petersburg,University of Florida,LAC,C,2116955.0,82.0,2.0,711.0,1286.0,17.6,0.25,2.5,1.7,4.2,0.9,244.0,548.0,103.0,277.0,141.0,271.0,120.0,137.0,88.0,285.0,373.0,66.0,23.0,41.0,69.0,229.0
2017.0,Anthony Tolliver,31.0,203.0,108.0,Missouri,Springfield,Creighton University,SAC,PF,3290000.0,65.0,9.0,461.0,1477.0,11.1,0.23399999999999999,1.5,0.8,2.3,0.5,155.0,351.0,90.0,230.0,65.0,121.0,61.0,82.0,51.0,188.0,239.0,77.0,33.0,20.0,56.0,109.0
2017.0,Russell Westbrook,28.0,190.0,90.0,California,Long Beach,"University of California, Los Angeles",OKC,PG,28530608.0,81.0,81.0,2558.0,2802.0,30.6,0.433,8.5,4.6,13.1,12.4,824.0,1941.0,200.0,583.0,624.0,1358.0,710.0,840.0,137.0,727.0,864.0,840.0,133.0,31.0,438.0,190.0
2017.0,DeMarre Carroll,30.0,203.0,97.0,Alabama,Birmingham,University of Missouri,TOR,SF,14800000.0,72.0,72.0,638.0,1882.0,11.9,0.213,1.7,2.1,3.8,1.4,220.0,549.0,109.0,320.0,111.0,229.0,89.0,117.0,63.0,212.0,275.0,74.0,81.0,27.0,54.0,143.0
2017.0,Omri Casspi,28.0,206.0,102.0,Israel,Holon,Unknown,TOT,SF,2106470.0,36.0,2.0,186.0,643.0,9.9,0.17600000000000002,0.1,0.4,0.5,-0.2,77.0,165.0,15.0,43.0,62.0,122.0,17.0,29.0,27.0,85.0,112.0,37.0,23.0,3.0,29.0,50.0
2017.0,Omri Casspi,28.0,206.0,102.0,Israel,Holon,Unknown,SAC,SF,2106470.0,22.0,2.0,129.0,397.0,11.4,0.179,0.1,0.3,0.4,-0.1,53.0,117.0,11.0,29.0,42.0,88.0,12.0,21.0,20.0,70.0,90.0,26.0,10.0,1.0,17.0,23.0
2017.0,Omri Casspi,28.0,206.0,102.0,Israel,Holon,Unknown,NOP,SF,2106470.0,1.0,0.0,12.0,24.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,2.0,4.0,3.0,5.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0
2017.0,Omri Casspi,28.0,206.0,102.0,Israel,Holon,Unknown,MIN,SF,2106470.0,13.0,0.0,45.0,222.0,7.3,0.205,0.0,0.2,0.1,0.0,19.0,39.0,2.0,10.0,17.0,29.0,5.0,8.0,6.0,14.0,20.0,11.0,13.0,2.0,10.0,24.0
2017.0,Darren Collison,29.0,183.0,79.0,California,Rancho Cucamonga,"University of California, Los Angeles",SAC,PG,10000000.0,68.0,64.0,900.0,2063.0,15.3,0.239,3.1,0.8,3.9,0.3,340.0,714.0,73.0,175.0,267.0,539.0,147.0,171.0,23.0,130.0,153.0,312.0,67.0,9.0,114.0,119.0
2017.0,Dante Cunningham,29.0,203.0,104.0,Maryland,Clinton,Villanova University,NOP,SF,2300000.0,66.0,35.0,435.0,1649.0,10.2,0.075,1.4,1.6,3.0,0.6,174.0,359.0,71.0,181.0,103.0,178.0,16.0,27.0,56.0,221.0,277.0,36.0,39.0,28.0,28.0,100.0
