Year,Player,Age,Height,Weight,Birth_State,Birth_City,Collage,Team,Pos,Salary,G,GS,PTS,MP,PER,FTr,OWS,DWS,WS,VORP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
2017.0,Stephen Curry,28.0,190.0,86.0,Ohio,Akron,Davidson College,GSW,PG,34682550.0,79.0,79.0,1999.0,2638.0,24.6,0.251,8.6,3.9,12.6,6.2,675.0,1443.0,324.0,789.0,351.0,654.0,325.0,362.0,61.0,292.0,353.0,523.0,143.0,17.0,239.0,183.0
2017.0,DeMar DeRozan,27.0,201.0,100.0,California,Compton,University of Southern California,TOR,SG,27739975.0,74.0,74.0,2020.0,2620.0,24.0,0.419,6.7,2.4,9.0,1.9,721.0,1545.0,33.0,124.0,688.0,1421.0,545.0,647.0,70.0,316.0,386.0,290.0,78.0,13.0,180.0,134.0
2017.0,Toney Douglas,30.0,188.0,88.0,Georgia,Jonesboro,Florida State University,MEM,PG,633000.0,24.0,0.0,117.0,394.0,10.6,0.248,0.0,0.5,0.5,0.1,43.0,117.0,7.0,42.0,36.0,75.0,24.0,29.0,13.0,48.0,61.0,56.0,18.0,5.0,21.0,50.0
2017.0,Wayne Ellington,29.0,193.0,90.0,Pennsylvania,Wynnewood,University of North Carolina,MIA,SG,6270000.0,62.0,13.0,648.0,1500.0,12.6,0.077,2.1,1.2,3.3,0.7,231.0,555.0,149.0,394.0,82.0,161.0,37.0,43.0,18.0,115.0,133.0,70.0,35.0,4.0,30.0,70.0
2017.0,Tyreke Evans,27.0,198.0,99.0,Pennsylvania,Chester,University of Memphis,TOT,SF,3290000.0,40.0,6.0,411.0,788.0,15.5,0.249,-0.2,0.9,0.7,0.2,150.0,370.0,42.0,118.0,108.0,252.0,69.0,92.0,13.0,124.0,137.0,124.0,35.0,9.0,61.0,60.0
2017.0,Tyreke Evans,27.0,198.0,99.0,Pennsylvania,Chester,University of Memphis,NOP,SF,3290000.0,26.0,0.0,248.0,474.0,15.8,0.256,-0.1,0.7,0.5,0.2,91.0,227.0,21.0,70.0,70.0,157.0,45.0,58.0,6.0,80.0,86.0,91.0,23.0,4.0,39.0,41.0
2017.0,Tyreke Evans,27.0,198.0,99.0,Pennsylvania,Chester,University of Memphis,SAC,SF,3290000.0,14.0,6.0,163.0,314.0,14.9,0.23800000000000002,0.0,0.3,0.2,0.0,59.0,143.0,21.0,48.0,38.0,95.0,24.0,34.0,7.0,44.0,51.0,33.0,12.0,5.0,22.0,19.0
2017.0,Taj Gibson,31.0,206.0,102.0,New York,Brooklyn,University of Southern California,TOT,PF,14000000.0,78.0,71.0,846.0,1989.0,15.1,0.223,1.6,2.5,4.0,0.0,365.0,709.0,3.0,13.0,362.0,696.0,113.0,158.0,158.0,328.0,486.0,73.0,42.0,66.0,105.0,163.0
2017.0,Taj Gibson,31.0,206.0,102.0,New York,Brooklyn,University of Southern California,CHI,PF,14000000.0,55.0,55.0,639.0,1502.0,15.5,0.225,1.4,1.9,3.3,0.3,276.0,530.0,2.0,12.0,274.0,518.0,85.0,119.0,120.0,263.0,383.0,60.0,28.0,51.0,77.0,123.0
2017.0,Taj Gibson,31.0,206.0,102.0,New York,Brooklyn,University of Southern California,OKC,PF,14000000.0,23.0,16.0,207.0,487.0,13.8,0.218,0.2,0.6,0.8,-0.3,89.0,179.0,1.0,1.0,88.0,178.0,28.0,39.0,38.0,65.0,103.0,13.0,14.0,15.0,28.0,40.0
2017.0,Danny Green,29.0,206.0,100.0,California,Lynwood,"University of California, Los Angeles",SAS,SG,10000000.0,68.0,68.0,497.0,1807.0,10.2,0.071,0.4,3.0,3.4,2.0,176.0,449.0,118.0,311.0,58.0,138.0,27.0,32.0,31.0,193.0,224.0,124.0,71.0,58.0,76.0,120.0
2017.0,James Harden,27.0,196.0,99.0,California,Los Angeles,Arizona State University,HOU,PG,28299399.0,81.0,81.0,2356.0,2947.0,27.3,0.575,11.5,3.6,15.0,9.0,674.0,1533.0,262.0,756.0,412.0,777.0,746.0,881.0,95.0,564.0,659.0,906.0,120.0,37.0,464.0,215.0
2017.0,Jrue Holiday,26.0,193.0,92.0,California,Chatsworth,"University of California, Los Angeles",NOP,PG,25686667.0,67.0,61.0,1029.0,2190.0,17.1,0.188,1.2,2.6,3.8,2.0,405.0,894.0,100.0,281.0,305.0,613.0,119.0,168.0,46.0,218.0,264.0,488.0,100.0,43.0,194.0,133.0
2017.0,Serge Ibaka,27.0,208.0,106.0,Republic of the Congo,Brazzaville,Unknown,TOT,PF,20061729.0,79.0,79.0,1173.0,2422.0,16.4,0.127,2.5,2.6,5.1,1.0,471.0,982.0,124.0,317.0,347.0,665.0,107.0,125.0,129.0,409.0,538.0,75.0,41.0,124.0,105.0,215.0
2017.0,Serge Ibaka,27.0,208.0,106.0,Republic of the Congo,Brazzaville,Unknown,ORL,PF,20061729.0,56.0,56.0,846.0,1710.0,17.5,0.129,2.1,1.7,3.8,1.0,343.0,703.0,83.0,214.0,260.0,489.0,77.0,91.0,100.0,282.0,382.0,60.0,34.0,91.0,66.0,139.0
2017.0,Serge Ibaka,27.0,208.0,106.0,Republic of the Congo,Brazzaville,Unknown,TOR,PF,20061729.0,23.0,23.0,327.0,712.0,13.8,0.122,0.4,0.8,1.3,0.0,128.0,279.0,41.0,103.0,87.0,176.0,30.0,34.0,29.0,127.0,156.0,15.0,7.0,33.0,39.0,76.0
2017.0,Brandon Jennings,27.0,185.0,77.0,California,Compton,Unknown,TOT,PG,119010.0,81.0,13.0,577.0,1802.0,12.1,0.284,0.7,1.0,1.7,-0.4,192.0,535.0,79.0,252.0,113.0,283.0,114.0,152.0,29.0,167.0,196.0,395.0,70.0,5.0,128.0,116.0
2017.0,Brandon Jennings,27.0,185.0,77.0,California,Compton,Unknown,NYK,PG,119010.0,58.0,11.0,496.0,1428.0,12.7,0.315,0.8,0.7,1.5,-0.2,163.0,429.0,68.0,200.0,95.0,229.0,102.0,135.0,21.0,131.0,152.0,287.0,55.0,5.0,106.0,84.0
2017.0,Brandon Jennings,27.0,185.0,77.0,California,Compton,Unknown,WAS,PG,119010.0,23.0,2.0,81.0,374.0,9.7,0.16,-0.1,0.3,0.2,-0.3,29.0,106.0,11.0,52.0,18.0,54.0,12.0,17.0,8.0,36.0,44.0,108.0,15.0,0.0,22.0,32.0
2017.0,Jonas Jerebko,29.0,208.0,104.0,Sweden,Kinna,Unknown,BOS,PF,4000000.0,78.0,6.0,299.0,1232.0,9.3,0.141,0.8,1.3,2.1,0.0,114.0,262.0,45.0,130.0,69.0,132.0,26.0,37.0,60.0,213.0,273.0,71.0,26.0,17.0,39.0,122.0
2017.0,James Johnson,29.0,206.0,113.0,Wyoming,Cheyenne,Wake Forest University,MIA,PF,13954000.0,76.0,5.0,975.0,2085.0,17.0,0.28,1.9,3.2,5.1,2.5,368.0,769.0,87.0,256.0,281.0,513.0,152.0,215.0,66.0,309.0,375.0,276.0,76.0,86.0,171.0,197.0
2017.0,Ty Lawson,29.0,180.0,88.0,Maryland,Clinton,University of North Carolina,SAC,PG,1315448.0,69.0,24.0,681.0,1732.0,15.4,0.41600000000000004,2.2,1.0,3.2,0.3,237.0,522.0,34.0,118.0,203.0,404.0,173.0,217.0,44.0,135.0,179.0,335.0,74.0,6.0,129.0,119.0
2017.0,Wesley Matthews,30.0,185.0,77.0,Florida,Sarasota,University of Wisconsin,DAL,SG,17884176.0,73.0,73.0,986.0,2495.0,11.9,0.21100000000000002,1.0,2.1,3.1,1.3,333.0,847.0,174.0,479.0,159.0,368.0,146.0,179.0,18.0,241.0,259.0,210.0,77.0,16.0,102.0,161.0
2017.0,Jodie Meeks,29.0,193.0,95.0,Georgia,Norcross,University of Kentucky,ORL,SG,3290000.0,36.0,10.0,327.0,738.0,13.1,0.289,0.5,0.6,1.1,0.0,103.0,256.0,56.0,137.0,47.0,119.0,65.0,74.0,5.0,72.0,77.0,45.0,34.0,4.0,36.0,41.0
2017.0,Patty Mills,28.0,203.0,111.0,Louisiana,Monroe,Louisiana Tech University,SAS,PG,10714286.0,80.0,8.0,759.0,1754.0,15.2,0.129,2.8,2.2,5.1,1.5,273.0,622.0,147.0,356.0,126.0,266.0,66.0,80.0,24.0,118.0,142.0,280.0,65.0,3.0,101.0,109.0
2017.0,Jeff Teague,28.0,188.0,84.0,Indiana,Indianapolis,Wake Forest University,IND,PG,19000000.0,82.0,82.0,1254.0,2657.0,19.2,0.457,5.7,2.4,8.1,2.6,402.0,909.0,90.0,252.0,312.0,657.0,360.0,415.0,33.0,298.0,331.0,639.0,100.0,32.0,216.0,165.0
2017.0,Garrett Temple,30.0,198.0,88.0,Louisiana,Baton Rouge,Louisiana State University,SAC,SG,8000000.0,65.0,21.0,506.0,1728.0,11.2,0.171,0.9,1.3,2.2,1.0,183.0,432.0,82.0,220.0,101.0,212.0,58.0,74.0,32.0,151.0,183.0,169.0,84.0,28.0,78.0,141.0
2017.0,Marcus Thornton,29.0,193.0,92.0,Louisiana,Baton Rouge,Louisiana State University,WAS,SG,46080.0,33.0,1.0,219.0,575.0,10.4,0.129,0.1,0.4,0.5,-0.2,84.0,210.0,28.0,80.0,56.0,130.0,23.0,27.0,22.0,54.0,76.0,41.0,19.0,3.0,25.0,48.0
2017.0,Cole Aldrich,28.0,211.0,113.0,Minnesota,Burnsville,University of Kansas,MIN,C,7300000.0,62.0,0.0,105.0,531.0,12.7,0.256,0.6,0.7,1.3,0.4,45.0,86.0,0.0,0.0,45.0,86.0,15.0,22.0,51.0,107.0,158.0,25.0,25.0,23.0,17.0,85.0
2017.0,Al-Farouq Aminu,26.0,206.0,99.0,Georgia,Atlanta,Wake Forest University,POR,SF,7319035.0,61.0,25.0,532.0,1773.0,11.3,0.292,-0.1,2.0,1.9,0.4,183.0,466.0,70.0,212.0,113.0,254.0,96.0,136.0,77.0,374.0,451.0,99.0,60.0,44.0,94.0,102.0
2017.0,Omer Asik,30.0,213.0,115.0,Turkey,Bursa,Unknown,NOP,C,10595505.0,31.0,19.0,85.0,482.0,9.8,0.6,0.4,0.6,1.0,-0.1,31.0,65.0,0.0,0.0,31.0,65.0,23.0,39.0,48.0,115.0,163.0,15.0,5.0,10.0,14.0,51.0
2017.0,Luke Babbitt,27.0,206.0,102.0,Ohio,Cincinnati,"University of Nevada, Reno",MIA,SF,1974159.0,68.0,55.0,324.0,1065.0,8.4,0.053,0.8,1.0,1.8,0.1,113.0,281.0,87.0,210.0,26.0,71.0,11.0,15.0,13.0,129.0,142.0,36.0,21.0,11.0,25.0,118.0
2017.0,Eric Bledsoe,27.0,185.0,86.0,Alabama,Birmingham,University of Kentucky,PHO,PG,14500000.0,66.0,66.0,1390.0,2176.0,20.6,0.44299999999999995,4.0,1.4,5.4,2.9,449.0,1034.0,104.0,310.0,345.0,724.0,388.0,458.0,52.0,268.0,320.0,418.0,92.0,31.0,223.0,164.0
2017.0,Trevor Booker,29.0,203.0,103.0,South Carolina,Newberry,Clemson University,BRK,PF,9125000.0,71.0,43.0,709.0,1754.0,15.7,0.18600000000000003,0.9,2.2,3.1,1.0,305.0,591.0,25.0,78.0,280.0,513.0,74.0,110.0,142.0,428.0,570.0,138.0,76.0,28.0,127.0,152.0
2017.0,Avery Bradley,26.0,188.0,81.0,Washington,Tacoma,University of Texas at Austin,BOS,SG,8808989.0,55.0,55.0,894.0,1835.0,14.4,0.12,1.1,2.0,3.1,0.7,359.0,775.0,108.0,277.0,251.0,498.0,68.0,93.0,65.0,269.0,334.0,121.0,68.0,11.0,88.0,141.0
2017.0,DeMarcus Cousins,26.0,211.0,122.0,Alabama,Mobile,University of Kentucky,TOT,C,18063850.0,72.0,72.0,1942.0,2465.0,25.7,0.46799999999999997,3.8,3.8,7.6,5.3,647.0,1433.0,131.0,364.0,516.0,1069.0,517.0,670.0,153.0,644.0,797.0,332.0,100.0,92.0,269.0,278.0
2017.0,DeMarcus Cousins,26.0,211.0,122.0,Alabama,Mobile,University of Kentucky,SAC,C,18063850.0,55.0,55.0,1528.0,1891.0,26.5,0.491,3.3,2.7,6.0,4.3,505.0,1119.0,95.0,268.0,410.0,851.0,423.0,549.0,115.0,470.0,585.0,266.0,75.0,73.0,207.0,203.0
2017.0,DeMarcus Cousins,26.0,211.0,122.0,Alabama,Mobile,University of Kentucky,NOP,C,18063850.0,17.0,17.0,414.0,574.0,23.3,0.385,0.5,1.1,1.6,1.0,142.0,314.0,36.0,96.0,106.0,218.0,94.0,121.0,38.0,174.0,212.0,66.0,25.0,19.0,62.0,75.0
2017.0,Jordan Crawford,28.0,196.0,95.0,Michigan,Detroit,University of Kentucky,NOP,SG,250000.0,19.0,0.0,267.0,442.0,17.6,0.11900000000000001,0.6,0.3,0.9,0.2,105.0,218.0,37.0,95.0,68.0,123.0,20.0,26.0,4.0,30.0,34.0,57.0,11.0,2.0,25.0,30.0
2017.0,Ed Davis,27.0,208.0,108.0,District of Columbia,Washington,University of North Carolina,POR,PF,6352531.0,46.0,12.0,200.0,789.0,11.5,0.57,1.0,0.7,1.7,0.0,75.0,142.0,0.0,0.0,75.0,142.0,50.0,81.0,96.0,147.0,243.0,27.0,15.0,22.0,37.0,137.0
2017.0,Derrick Favors,25.0,208.0,120.0,Georgia,Atlanta,Georgia Institute of Technology,UTA,PF,12000000.0,50.0,39.0,476.0,1186.0,15.8,0.261,0.5,2.2,2.7,0.6,203.0,417.0,3.0,10.0,200.0,407.0,67.0,109.0,92.0,213.0,305.0,56.0,45.0,40.0,60.0,103.0
2017.0,Paul George,26.0,206.0,99.0,California,Palmdale,"California State University, Fresno",IND,SF,19508958.0,75.0,75.0,1775.0,2689.0,20.2,0.27699999999999997,4.0,3.1,7.1,3.2,622.0,1349.0,195.0,496.0,427.0,853.0,336.0,374.0,58.0,434.0,492.0,251.0,117.0,27.0,218.0,206.0
2017.0,Blake Griffin,27.0,208.0,113.0,Oklahoma,Oklahoma City,University of Oklahoma,LAC,PF,29512900.0,61.0,61.0,1316.0,2076.0,22.7,0.434,5.4,2.4,7.7,3.4,479.0,971.0,38.0,113.0,441.0,858.0,320.0,421.0,111.0,385.0,496.0,300.0,58.0,23.0,142.0,157.0
2017.0,Gordon Hayward,26.0,203.0,102.0,Indiana,Indianapolis,Butler University,UTA,SF,29727900.0,73.0,73.0,1601.0,2516.0,22.2,0.371,7.1,3.3,10.4,4.0,545.0,1156.0,149.0,374.0,396.0,782.0,362.0,429.0,49.0,344.0,393.0,252.0,73.0,20.0,140.0,117.0
2017.0,Wesley Johnson,29.0,201.0,97.0,Texas,Corsicana,Syracuse University,LAC,SF,5881260.0,68.0,3.0,186.0,810.0,8.4,0.085,-0.3,1.2,0.9,0.0,73.0,200.0,29.0,118.0,44.0,82.0,11.0,17.0,26.0,155.0,181.0,23.0,29.0,30.0,18.0,83.0
2017.0,Jeremy Lin,28.0,190.0,90.0,California,Palo Alto,Harvard University,BRK,PG,12000000.0,36.0,33.0,523.0,883.0,19.2,0.353,1.3,0.8,2.1,0.9,175.0,400.0,58.0,156.0,117.0,244.0,115.0,141.0,11.0,124.0,135.0,184.0,41.0,14.0,86.0,79.0
2017.0,Greg Monroe,26.0,211.0,120.0,Louisiana,New Orleans,Georgetown University,MIL,C,17884176.0,81.0,0.0,951.0,1823.0,21.1,0.32899999999999996,3.0,2.6,5.6,1.9,387.0,726.0,0.0,4.0,387.0,722.0,177.0,239.0,167.0,365.0,532.0,187.0,92.0,38.0,140.0,168.0
2017.0,Timofey Mozgov,30.0,216.0,124.0,Russia,St. Petersburg,Unknown,LAL,C,15280000.0,54.0,52.0,401.0,1104.0,12.3,0.23800000000000002,0.7,0.4,1.1,-0.4,169.0,328.0,0.0,1.0,169.0,327.0,63.0,78.0,104.0,160.0,264.0,43.0,16.0,31.0,72.0,133.0
2017.0,Patrick Patterson,27.0,206.0,104.0,District of Columbia,Washington,University of Kentucky,TOR,PF,5192000.0,65.0,8.0,445.0,1599.0,10.8,0.156,1.7,1.6,3.3,1.2,154.0,384.0,94.0,253.0,60.0,131.0,43.0,60.0,62.0,229.0,291.0,76.0,40.0,23.0,38.0,120.0
2017.0,Larry Sanders,28.0,211.0,106.0,Florida,Fort Pierce,Virginia Commonwealth University,CLE,C,1865547.0,5.0,0.0,4.0,13.0,6.5,0.5,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,4.0,2.0,2.0,3.0,1.0,4.0,0.0,1.0,1.0,2.0,5.0
2017.0,Kevin Seraphin,27.0,206.0,129.0,French Guiana,Cayenne,Unknown,IND,PF,1840500.0,49.0,3.0,232.0,559.0,14.4,0.111,0.4,0.6,1.0,-0.2,109.0,198.0,0.0,2.0,109.0,196.0,14.0,22.0,41.0,101.0,142.0,23.0,7.0,20.0,29.0,66.0
2017.0,Ish Smith,28.0,183.0,79.0,North Carolina,Charlotte,Wake Forest University,DET,PG,6000000.0,81.0,32.0,758.0,1955.0,14.7,0.136,0.9,2.2,3.1,0.6,329.0,749.0,28.0,105.0,301.0,644.0,72.0,102.0,21.0,214.0,235.0,418.0,61.0,33.0,112.0,127.0
2017.0,Lance Stephenson,26.0,196.0,104.0,New York,Brooklyn,University of Cincinnati,TOT,SG,4180000.0,18.0,0.0,122.0,361.0,9.6,0.10800000000000001,-0.2,0.2,0.1,-0.3,54.0,120.0,6.0,20.0,48.0,100.0,8.0,13.0,4.0,48.0,52.0,59.0,5.0,3.0,26.0,32.0
2017.0,Lance Stephenson,26.0,196.0,104.0,New York,Brooklyn,University of Cincinnati,NOP,SG,4180000.0,6.0,0.0,58.0,162.0,10.3,0.145,0.0,0.1,0.1,-0.1,26.0,55.0,1.0,10.0,25.0,45.0,5.0,8.0,3.0,15.0,18.0,29.0,2.0,1.0,11.0,18.0
2017.0,Lance Stephenson,26.0,196.0,104.0,New York,Brooklyn,University of Cincinnati,MIN,SG,4180000.0,6.0,0.0,21.0,67.0,6.6,0.095,-0.1,0.0,-0.1,-0.1,10.0,21.0,0.0,2.0,10.0,19.0,1.0,2.0,0.0,10.0,10.0,5.0,0.0,0.0,4.0,2.0
2017.0,Lance Stephenson,26.0,196.0,104.0,New York,Brooklyn,University of Cincinnati,IND,SG,4180000.0,6.0,0.0,43.0,132.0,10.3,0.068,-0.1,0.1,0.0,-0.1,18.0,44.0,5.0,8.0,13.0,36.0,2.0,3.0,1.0,23.0,24.0,25.0,3.0,2.0,11.0,12.0
2017.0,Evan Turner,28.0,201.0,99.0,Illinois,Chicago,Ohio State University,POR,SF,17131148.0,65.0,12.0,586.0,1658.0,11.4,0.187,0.0,1.2,1.2,-0.3,235.0,552.0,31.0,118.0,204.0,434.0,85.0,103.0,36.0,211.0,247.0,205.0,53.0,24.0,100.0,121.0
2017.0,John Wall,26.0,193.0,88.0,North Carolina,Raleigh,University of Kentucky,WAS,PG,18063850.0,78.0,78.0,1805.0,2836.0,23.2,0.36700000000000005,5.7,3.0,8.8,4.3,647.0,1435.0,89.0,272.0,558.0,1163.0,422.0,527.0,58.0,268.0,326.0,831.0,157.0,49.0,323.0,151.0
2017.0,Hassan Whiteside,27.0,213.0,120.0,North Carolina,Gastonia,Marshall University,MIA,C,23775506.0,77.0,77.0,1309.0,2513.0,22.6,0.368,4.2,5.3,9.5,0.9,542.0,973.0,0.0,0.0,542.0,973.0,225.0,358.0,293.0,795.0,1088.0,57.0,56.0,161.0,154.0,226.0
2017.0,Lavoy Allen,27.0,206.0,117.0,Pennsylvania,Morrisville,Temple University,IND,PF,4000000.0,61.0,5.0,177.0,871.0,11.6,0.196,0.9,0.8,1.7,0.4,77.0,168.0,0.0,1.0,77.0,167.0,23.0,33.0,105.0,115.0,220.0,57.0,18.0,24.0,29.0,78.0
2017.0,Bismack Biyombo,24.0,206.0,115.0,Democratic Republic of the Congo,Lubumbashi,Unknown,ORL,C,17000000.0,81.0,27.0,483.0,1793.0,12.2,0.69,0.8,2.1,2.9,-0.1,179.0,339.0,0.0,0.0,179.0,339.0,125.0,234.0,157.0,410.0,567.0,74.0,25.0,91.0,95.0,202.0
2017.0,Alec Burks,25.0,198.0,97.0,Missouri,Grandview,University of Colorado,UTA,SG,10845506.0,42.0,0.0,283.0,653.0,11.6,0.315,-0.1,0.9,0.8,-0.4,99.0,248.0,25.0,76.0,74.0,172.0,60.0,78.0,17.0,103.0,120.0,30.0,18.0,5.0,35.0,50.0
2017.0,Jimmy Butler,27.0,201.0,99.0,Texas,Houston,Marquette University,CHI,SF,19301070.0,76.0,75.0,1816.0,2809.0,25.1,0.54,10.1,3.8,13.8,6.3,570.0,1252.0,91.0,248.0,479.0,1004.0,585.0,676.0,129.0,341.0,470.0,417.0,143.0,32.0,159.0,112.0
2017.0,Kenneth Faried,27.0,203.0,103.0,New Jersey,Newark,Morehead State University,DEN,PF,12921348.0,61.0,34.0,587.0,1296.0,20.3,0.45399999999999996,3.4,1.2,4.6,0.9,228.0,416.0,0.0,6.0,228.0,410.0,131.0,189.0,182.0,279.0,461.0,55.0,43.0,40.0,58.0,124.0
2017.0,Tobias Harris,24.0,190.0,86.0,Louisiana,Monroe,University of New Orleans,DET,PF,16000000.0,82.0,48.0,1321.0,2567.0,16.9,0.213,4.0,2.8,6.9,2.1,511.0,1063.0,109.0,314.0,402.0,749.0,190.0,226.0,63.0,353.0,416.0,142.0,60.0,39.0,95.0,133.0
2017.0,Kyrie Irving,24.0,190.0,87.0,Australia,Melbourne,Duke University,CLE,PG,18868625.0,72.0,72.0,1816.0,2525.0,23.0,0.231,7.4,1.5,8.9,2.9,671.0,1420.0,177.0,441.0,494.0,979.0,297.0,328.0,52.0,178.0,230.0,418.0,83.0,25.0,180.0,157.0
2017.0,Reggie Jackson,26.0,190.0,94.0,Italy,Pordenone,Boston College,DET,PG,16000000.0,52.0,50.0,752.0,1424.0,14.9,0.201,0.8,1.2,1.9,0.2,284.0,677.0,66.0,184.0,218.0,493.0,118.0,136.0,21.0,92.0,113.0,270.0,35.0,5.0,114.0,129.0
2017.0,Cory Joseph,25.0,190.0,87.0,Canada,Toronto,University of Texas at Austin,TOR,SG,7630000.0,80.0,22.0,740.0,2003.0,13.2,0.185,1.7,1.7,3.4,0.6,299.0,661.0,48.0,135.0,251.0,526.0,94.0,122.0,51.0,184.0,235.0,265.0,66.0,13.0,108.0,140.0
2017.0,Enes Kanter,24.0,211.0,111.0,Switzerland,Zurich,Unknown,OKC,C,20566802.0,72.0,0.0,1033.0,1533.0,23.7,0.387,4.0,1.8,5.8,0.3,402.0,737.0,5.0,38.0,397.0,699.0,224.0,285.0,195.0,287.0,482.0,67.0,32.0,38.0,123.0,154.0
2017.0,Brandon Knight,25.0,178.0,78.0,New Jersey,Livingston,Stanford University,PHO,SG,13618750.0,54.0,5.0,595.0,1140.0,12.3,0.293,0.1,0.2,0.3,-0.7,209.0,525.0,45.0,139.0,164.0,386.0,132.0,154.0,25.0,93.0,118.0,130.0,27.0,5.0,89.0,87.0
2017.0,Kawhi Leonard,25.0,201.0,104.0,California,Los Angeles,San Diego State University,SAS,SF,18868625.0,74.0,74.0,1888.0,2474.0,27.5,0.40700000000000003,8.9,4.7,13.6,6.2,636.0,1311.0,147.0,386.0,489.0,925.0,469.0,533.0,80.0,350.0,430.0,260.0,132.0,55.0,154.0,122.0
2017.0,Jon Leuer,27.0,208.0,103.0,Minnesota,Long Lake,University of Wisconsin,DET,PF,10497319.0,75.0,34.0,767.0,1944.0,14.2,0.175,2.5,2.0,4.5,1.1,310.0,646.0,49.0,167.0,261.0,479.0,98.0,113.0,102.0,300.0,402.0,111.0,31.0,26.0,66.0,145.0
2017.0,DeAndre Liggins,28.0,198.0,94.0,Illinois,Chicago,University of Kentucky,TOT,SG,1577230.0,62.0,19.0,152.0,777.0,7.5,0.282,-0.4,0.9,0.5,0.0,55.0,142.0,17.0,46.0,38.0,96.0,25.0,40.0,20.0,88.0,108.0,54.0,47.0,14.0,42.0,81.0
2017.0,DeAndre Liggins,28.0,198.0,94.0,Illinois,Chicago,University of Kentucky,CLE,SG,1577230.0,61.0,19.0,144.0,752.0,7.2,0.272,-0.5,0.9,0.4,0.0,52.0,136.0,17.0,45.0,35.0,91.0,23.0,37.0,17.0,84.0,101.0,54.0,45.0,14.0,42.0,78.0
2017.0,DeAndre Liggins,28.0,198.0,94.0,Illinois,Chicago,University of Kentucky,DAL,SG,1577230.0,1.0,0.0,8.0,25.0,17.6,0.5,0.1,0.0,0.1,0.0,3.0,6.0,0.0,1.0,3.0,5.0,2.0,3.0,3.0,4.0,7.0,0.0,2.0,0.0,0.0,3.0
2017.0,Shelvin Mack,26.0,190.0,92.0,Kentucky,Lexington,Butler University,UTA,PG,6000000.0,55.0,9.0,430.0,1205.0,10.9,0.20199999999999999,-0.1,1.5,1.4,0.1,170.0,381.0,37.0,120.0,133.0,261.0,53.0,77.0,20.0,108.0,128.0,154.0,42.0,3.0,90.0,100.0
2017.0,E'Twaun Moore,27.0,208.0,102.0,Unknown,Unknown,Unknown,NOP,SG,8445024.0,73.0,22.0,700.0,1820.0,12.1,0.12,1.2,1.5,2.7,0.3,283.0,619.0,77.0,208.0,206.0,411.0,57.0,74.0,33.0,119.0,152.0,164.0,50.0,32.0,62.0,131.0
2017.0,Marcus Morris,27.0,188.0,88.0,Unknown,Unknown,Northwestern University,DET,SF,5000000.0,79.0,79.0,1105.0,2565.0,12.4,0.184,1.4,2.4,3.9,1.0,421.0,1007.0,118.0,357.0,303.0,650.0,145.0,185.0,77.0,289.0,366.0,160.0,52.0,25.0,87.0,168.0
2017.0,Markieff Morris,27.0,188.0,88.0,Unknown,Unknown,Northwestern University,WAS,PF,8000000.0,76.0,76.0,1063.0,2374.0,13.7,0.242,1.6,2.5,4.1,0.6,406.0,889.0,71.0,196.0,335.0,693.0,180.0,215.0,107.0,385.0,492.0,126.0,82.0,42.0,129.0,254.0
2017.0,Chandler Parsons,28.0,208.0,104.0,Florida,Casselberry,University of Florida,MEM,SF,23112004.0,34.0,34.0,210.0,675.0,7.6,0.19399999999999998,-0.5,0.7,0.2,-0.3,75.0,222.0,25.0,93.0,50.0,129.0,35.0,43.0,6.0,78.0,84.0,55.0,20.0,5.0,24.0,52.0
2017.0,Ricky Rubio,26.0,193.0,87.0,Spain,Barcelona,Unknown,MIN,PG,14275000.0,75.0,75.0,836.0,2469.0,16.8,0.43799999999999994,4.5,1.7,6.1,1.7,261.0,650.0,60.0,196.0,201.0,454.0,254.0,285.0,68.0,237.0,305.0,682.0,128.0,10.0,195.0,202.0
2017.0,Iman Shumpert,26.0,196.0,99.0,Illinois,Oak Park,Georgia Institute of Technology,CLE,SG,10337079.0,76.0,31.0,567.0,1937.0,9.0,0.184,0.7,1.4,2.0,0.3,201.0,489.0,94.0,261.0,107.0,228.0,71.0,90.0,39.0,180.0,219.0,109.0,62.0,27.0,78.0,150.0
2017.0,Isaiah Thomas,27.0,185.0,81.0,Illinois,Chicago,Indiana University,BOS,PG,6261395.0,76.0,76.0,2199.0,2569.0,26.5,0.441,10.9,1.6,12.6,4.8,682.0,1473.0,245.0,646.0,437.0,827.0,590.0,649.0,43.0,162.0,205.0,449.0,70.0,13.0,210.0,167.0
2017.0,Lance Thomas,28.0,203.0,106.0,New York,Brooklyn,Duke University,NYK,PF,6655325.0,46.0,15.0,275.0,968.0,8.4,0.209,0.6,0.4,0.9,-0.4,97.0,244.0,38.0,85.0,59.0,159.0,43.0,51.0,32.0,110.0,142.0,35.0,21.0,5.0,25.0,85.0
2017.0,Klay Thompson,26.0,201.0,97.0,California,Los Angeles,Washington State University,GSW,SG,17826150.0,78.0,78.0,1742.0,2649.0,17.4,0.158,4.2,2.9,7.1,1.5,644.0,1376.0,268.0,647.0,376.0,729.0,186.0,218.0,49.0,236.0,285.0,160.0,66.0,40.0,128.0,139.0
